name	url	our_price	ingredients	packaging_type	food_texture	lifestage	brand	food_form	special_diet	restricted_availability	moisture_warning	%_calories_carbohydrate	%_calories_min_protein	%_calories_min_fat	price_per_kcal	price_per_month
Purina Pro Plan Veterinary Diets OM Savory Selects With Salmon Wet Cat Food, 5.5-oz can, case of 24	https://www.chewy.com/purina-pro-plan-veterinary-diets-om/dp/226905	52.99	Water, Chicken, Meat By-products, Wheat Gluten, Corn Starch-modified, Powdered Cellulose, Artificial And Natural Flavors, Salmon, L-lysine Monohydrochloride, Potassium Chloride, Tricalcium Phosphate, Choline Chloride, Salt, Taurine, Magnesium Sulfate, Mono And Dicalcium Phosphate, Vitamin E Supplement, Zinc Sulfate, Thiamine Mononitrate (Vitamin B-1), L-carnitine, Ferrous Sulfate, Niacin (Vitamin B-3), Copper Sulfate, Manganese Sulfate, Calcium Pantothenate (Vitamin B-5), Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride (Vitamin B-6), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Biotin (Vitamin B-7), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement, Potassium Iodide. A254219		chunks in gravy	adult		wet food	veterinary diet			0.0	42.567567567567565	57.432432432432435	0.019367690058479534	116.2061403508772
Fussie Cat Market Fresh Guinea Fowl & Turkey Meal Recipe Grain-Free Dry Cat Food, 2-lb bag	https://www.chewy.com/fussie-cat-market-fresh-guinea-fowl/dp/179567	9.99	Guinea Fowl, Turkey Meal, Peas, Pea Flour, Turkey Fat, Turkey, Natural Flavors, Alfalfa Meal, Calcium Carbonate, Dicalcium Phosphate, Fructooligosaccharides, Choline Chloride, Taurine, Salt, Kelp, Cranberries, Blueberries, Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, D-Calcium Pantothenate, Biotin, Vitamin A Supplement, Riboflavin Supplement, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Folic Acid), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate) Mixed Tocopherols.			adult		dry food	grain-free natural			30.060148272485666	34.27052734648202	35.66932438103231	0.003056041897891232	18.336251387347392
Blue Buffalo Natural Veterinary Diet NP Novel Protein Alligator Grain-Free Dry Cat Food, 7-lb bag	https://www.chewy.com/blue-buffalo-natural-veterinary-diet/dp/179644	62.98	Deboned Alligator, Alligator Meal, Pea Protein, Pea Starch, Peas, Tapioca Starch, Canola Oil (source of Omega 6 Fatty Acids), Flaxseed (source of Omega 3 Fatty Acids), Natural Flavor, Pea Fiber, Fish Oil (source of DHA Docosahexaenoic Acid), DL-Methionine, Choline Chloride, Salt, Potassium Chloride, Potassium Sulfate, L-Threonine, Taurine, Pumpkin, Dried Kelp, Dried Chicory Root, Dehydrated Alfalfa Meal, Calcium Sulfate, Calcium Carbonate, Vitamin E Supplement, preserved with Mixed Tocopherols, L-Tryptophan, Iron Amino Acid Chelate, Zinc Amino Acid Chelate, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin (Vitamin B3), Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Thiamine Mononitrate (Vitamin B1), Biotin (Vitamin B7), Vitamin A Supplement, Pyridoxine Hydrochloride (Vitamin B6), Calcium Pantothenate (Vitamin B5), Riboflavin (Vitamin B2), Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid (Vitamin B9), Dried Yeast, Dried Enterococcus faecium fermentation product, Dried Lactobacillus acidophilus fermentation product, Dried Aspergillus niger fermentation extract, Dried Trichoderma longibrachiatum fermentation extract, Dried Bacillus subtilis fermentation extract, Calcium Iodate, Sodium Selenite, Oil of Rosemary.			adult	blue buffalo	dry food	grain-free no corn no wheat no soy veterinary diet			36.76394592977398	28.55821796719885	34.677836103027175	0.005357466918714556	32.14480151228734
Farmina N&D Ancestral Grain Chicken & Pomegranate Recipe Adult Cat Dry Food, 11-lb bag	https://www.chewy.com/farmina-nd-ancestral-grain-chicken/dp/234235	44.95	Boneless Chicken, Dehydrated Chicken, Whole Spelt, Whole Oats, Chicken Fat, Dried Whole Eggs, Herring, Dehydrated Herring, Herring Oil, Dried Beet Pulp, Pea Fiber, Dried Carrot, Suncured Alfalfa Meal, Inulin, Fructooligosaccharide, Yeast Extract, Dried Pomegranate, Dried Apple, Dried Spinach, Psyllium Seed Husk, Dried Sweet Orange, Dried Blueberry, Salt, Brewers Dried Yeast, Turmeric, Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Ascorbic Acid, Niacin, Calcium Pantothenate, Riboflavin, Pyridoxine Hydrochloride, Thiamine Mononitrate, Biotin, Folic Acid, Vitamin B12 Supplement, Choline Chloride, Beta-Carotene, Zinc Methionine Hydroxy Analogue Chelate, Manganese Methionine Hydroxy Analogue Chelate, Ferrous Glycine, Copper Methionine Hydroxy Analogue Chelate, Dl-Methionine, Taurine, Aloe Vera Gel Concentrate, Green Tea Extract, Rosemary Extract, Mixed Tocopherols (A Preservative).			adult		dry food	gmo-free gluten free low glycemic pea-free natural			23.51421188630491	32.55813953488372	43.927648578811365		
CANIDAE Grain-Free PURE Limited Ingredient Indoor Tuna Formula Dry Cat Food, 10-lb bag	https://www.chewy.com/canidae-grain-free-pure-limited/dp/130922	24.99	Tuna, Salmon Meal, Menhaden Fish Meal, Lentils, Chickpeas, Sweet Potatoes, Suncured Alfalfa, Canola Oil, Natural Flavor, Minerals (Zinc Proteinate, Manganese Proteinate, Copper Proteinate, Zinc Sulfate, Manganese Sulfate, Copper Sulfate, Potassium Iodide, Manganous Oxide, Sodium Selenite), Vitamins (Vitamin E Supplement, Niacin, Thiamine Mononitrate, Vitamin A Supplement, Biotin, Calcium Pantothenate, Riboflavin, Pyridoxine Hydrochloride (Vitamin B6), Vitamin B12 Supplement, Vitamin D3 Supplement, Folic Acid), Choline Chloride, Dl-Methionine, Taurine, Dried Enterococcus Faecium Fermentation Product, Dried Lactobacillus Acidophilus Fermentation Product, Dried Lactobacillus Casei Fermentation Product, Dried Lactobacillus Plantarum Fermentation Product, Dried Trichoderma Longibrachiatum Fermentation Extract, Mixed Tocopherols (A Natural Source of Vitamin E).			adult		dry food	sensitive digestion grain-free gluten free no corn no wheat no soy indoor limited ingredient diet			34.19438631935926	36.36626019193304	29.4393534887077	0.0016206225680933852	9.723735408560312
Ziwi Peak Hauraki Plains Canned Cat Food, 6-oz, case of 12	https://www.chewy.com/ziwi-peak-hauraki-plains-canned-cat/dp/246023	49.2	Chicken, Chicken Broth, Duck, Whole Kahawai, Chicken Heart, Chicken Liver, Whole Egg, New Zealand Green Mussel, Dried Egg White, Turkey, Chicken Neck, Chicken Bone, Duck Bone, Minerals (Dipotassium Phosphate, Magnesium Sulfate, Zinc Amino Acid Complex, Iron Amino Acid Complex, Manganese Amino Acid Complex, Copper Amino Acid Complex), Turkey Bone, Turkey Gizzard, Turkey Liver, DL-Methionine, Vitamins (Choline Chloride, Vitamin E Supplement, Thiamine Mononitrate, Niacin, Pyridoxine Hydrochloride, Riboflavin, Vitamin D3 Supplement, Folic Acid), Dried Kelp, Turkey Heart, Taurine	can	pate	adult		wet food	grain-free high-protein no corn no wheat no soy pea-free gmo-free natural			0.0	38.18181818181819	61.81818181818181	0.01782608695652174	106.95652173913045
Halo Seafood Medley Pate Grain-Free Indoor Cat Canned Cat Food, 5.5-oz, case of 12	https://www.chewy.com/halo-seafood-medley-pate-grain-free/dp/221126	22.8	Ocean Whitefish, Chicken Liver, Salmon, Trout, Chicken Broth, Carrots, Spinach, Pea Protein, Shrimp, Natural Flavor, Sweet Potatoes,Dehydrated Alfalfa Meal, Potassium Chloride, Carrageenan,  Guar Gum, Cranberries, Salt, Minerals (Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Copper Amino Acid Chelate, Sodium Selenite, Manganese Amino Acid Chelate, Potassium Iodide), Choline Chloride, Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, D-Calcium Pantothenate, Biotin, Riboflavin Supplement, Pyridoxine Hydrochloride, Vitamin A Supplement, Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement), Taurine.	can	pate	adult		wet food	grain-free indoor			31.63841807909605	39.548022598870055	28.8135593220339	0.012925170068027212	77.55102040816327
Weruva Slide N' Serve Family Food Chicken Breast Dinner with Tuna Pate Grain-Free Cat Food Pouches, 2.8-oz pouch, case of 12	https://www.chewy.com/weruva-slide-n-serve-family-food/dp/176341	17.99	Chicken Broth, Chicken, Tuna, Sunflower Oil, Xanthan Gum, Locust Bean Gum, Natural Flavor, Tricalcium Phosphate, Potato Starch, Calcium Lactate, Choline Chloride, Taurine, Zinc Sulfate, Vitamin E Supplement, Ferrous Sulfate, Thiamine Mononitrate (Vitamin B1), Niacin Supplement (Vitamin B3), Calcium Pantothenate, Vitamin A Supplement, Manganese Sulfate, Copper Sulfate, Riboflavin Supplement (Vitamin B2), Pyridoxine Hydrochloride (Vitamin B6), Vitamin D3 Supplement, Folic Acid, Vitamin B12 Supplement, Potassium Iodide.	pouch	pate	adult		wet food	grain-free gluten free pea-free no corn no wheat no soy natural			0.0	51.42857142857142	48.57142857142857	0.022375621890547263	134.25373134328356
Wellness CORE 95% Chicken Grain-Free Canned Cat Food, 5.5-oz, case of 12	https://www.chewy.com/wellness-core-95-chicken-grain-free/dp/172339	31.92	Chicken, Water Sufficient For Processing, Cassia Gum, Xanthan Gum, Ground Flaxseed, Potassium Chloride, Choline Chloride, Taurine, Salt, Iron Proteinate, Zinc Proteinate, Thiamine Mononitrate, Vitamin E Supplement, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Niacin, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Potassium Iodide, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid.	can	pate	adult	wellpet	wet food	grain-free no corn no wheat no soy high-protein pea-free			7.566732848003538	32.428855062872266	60.004412089124195	0.013502538071065991	81.01522842639594
ACANA Bountiful Catch Adult Dry Cat Food, 4-lb bag	https://www.chewy.com/acana-bountiful-catch-adult-dry-cat/dp/285986	17.99	Salmon, Salmon Meal, Catfish Meal, Oatmeal, Whole Peas, Catfish Oil, Whole Green Lentils, Whole Herring, Whole Chickpeas, Catfish, Natural Salmon Flavor, Lentil Fiber, Sunflower Oil, Rainbow Trout, Salmon Oil, Whole Cranberries, Dried Kelp, Choline Chloride, Zinc Proteinate, Mixed Tocopherols (Preservative), Vitamin E Supplement, Taurine, Vitamin D3 Supplement, Vitamin A Acetate, L-Carnitine, Dl-Methionine, Copper Proteinate, Niacin, Thiamine Mononitrate, Riboflavin, Calcium Pantothenate, Pyridoxine Hydrochloride, Folic Acid, Vitamin B12 Supplement, Biotin, Ascorbic Acid (Vitamin C), Citric Acid (Preservative), Rosemary Extract, Dried Lactobacillus Acidophilus Fermentation Product, Dried Bifidobacterium Animalis Fermentation Product, Dried Lactobacillus Casei Fermentation Product.			adult		dry food	chicken-free high-protein natural raw			16.032318376068375	38.56169871794872	45.40598290598291	0.002609733552631579	15.658401315789474
Caru Classic Turkey Stew Grain-Free Wet Cat Food, 6-oz, case of 12	https://www.chewy.com/caru-classic-turkey-stew-grain-free/dp/171994	32.28	Turkey, Turkey Broth, Tapioca Starch, Egg Whites, Sweet Potato, Carrots, Apples, Natural Flavor, Tricalcium Phosphate, Choline Bitartrate, Taurine, Calcium Carbonate, Dandelion Greens, Potassium Chloride, Vitamins (Vitamin A  Palmitate, Vitamin D3 Supplement, Vitamin E Supplement, Thiamine Mononitrate, Niacin, d-Calcium Pantothenate, Riboflavin, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Amino Acid Chelate, Iron Amino Acid Chelate, Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Magnesium Amino Acid Chelate, Iodine Amino Acid Chelate, Sodium Selenite).	pouch	stew	adult		wet food	grain-free gluten free human-grade limited ingredient diet no corn no wheat no soy pea-free non-gmo natural			1.695110701107018	44.39575645756458	53.909132841328415	0.01528409090909091	91.70454545454547
Hill's Science Diet Adult Turkey & Liver Casserole Recipe Cat Food, 2.8-oz pouch, case of 24	https://www.chewy.com/hills-science-diet-adult-turkey-liver/dp/244618	35.32	Water, Turkey, Pork Liver, Brown Rice, Potato Starch, Pork Plasma, Spinach, Modified Rice Starch, Egg Whites, Dextrose, Oat Fiber, Pea Fiber, Pea Flour, Carrots, Chicken Liver Flavor, Turkey Broth, Calcium Carbonate, Potassium Chloride, Choline Chloride, Taurine, Guar Gum, Caramel color, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Thiamine Hydrochloride, Niacin Supplement, Vitamin A Supplement, Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Folic Acid, Menadione Sodium Bisulfite Complex (source of Vitamin K), Biotin, Vitamin B12 Supplement, Vitamin D3 Supplement), Sodium Pyrophosphate, Disodium Phosphate, Sodium Hexametaphosphate, minerals (Ferrous Sulfate, Zinc Oxide, Copper Proteinate, Manganese Sulfate, Potassium Iodide), DL-Methionine.	pouch	chunks in gravy	adult		wet food				28.51851851851852	33.7037037037037	37.77777777777778	0.01988738738738739	119.32432432432434
Weruva Classic Cat Simmer Down Turkey, Chicken & Salmon in Gravy Stew Cat Food Pouches, 3-oz pouch, 12 count	https://www.chewy.com/weruva-classic-cat-simmer-down-turkey/dp/204896	17.99	Turkey Broth, Turkey, Chicken, Salmon, Natural Flavor, Tapioca Starch, Coconut Oil, Guar Gum, Potassium Chloride, Tricalcium Phosphate, Choline Chloride, Celery Powder, Taurine, Zinc Oxide, Vitamin E Supplement, Reduced Iron, Salt, Niacin Supplement (Vitamin B3), Sodium Selenite, Thiamine Mononitrate (Vitamin B1), Vitamin A Supplement, Manganese Sulfate, Vitamin B12 Supplement, Copper Amino Acid Complex, Pyridoxine Hydrochloride (Vitamin B6), Calcium Pantothenate, Riboflavin Supplement (Vitamin B2), Biotin, Vitamin D3 Supplement, Folic Acid, Potassium Iodide, Menadione Sodium Bisulfite Complex (Source Of Vitamin K).	pouch	stew	adult		wet food	grain-free gluten free no corn no wheat no soy natural pea-free			0.0	41.88034188034188	58.119658119658126	0.18546391752577318	1112.783505154639
Weruva Truluxe Quick 'N Quirky with Chicken & Turkey in Gravy Grain-Free Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/weruva-truluxe-quick-n-quirky-chicken/dp/104730	39.99	Chicken (Boneless, Skinless Breast), Chicken Broth, Turkey, Sunflower Seed Oil, Guar Gum, Tricalcium Phosphate, Xanthan Gum, Calcium Lactate, Choline Chloride, Zinc Sulfate, Potassium Chloride, Taurine, Vitamin E Supplement, Nicotinic Acid (Vitamin B3 Supplement), Ferrous Sulfate, Manganese Proteinate, Thiamine Mononitrate, Calcium Pantothenate, Vitamin A Supplement, Vitamin D3 Supplement, Riboflavin Supplement (Vitamin B2), Pyridoxine Hydrochloride (Vitamin B6), Folic Acid, Copper Sulfate, Potassium Iodide, Sodium Selenite, Biotin, Vitamin B12 Supplement.	can	shredded	adult		wet food	grain-free gluten free pea-free non-gmo no corn no wheat no soy natural			14.045730284647723	65.32897806812878	20.625291647223513	0.016177184466019418	97.06310679611651
AvoDerm Grain-Free Salmon Entree Salmon Consomme Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/avoderm-grain-free-salmon-entree/dp/50212	45.36	Salmon (Source of Omega-3), Salmon Broth, Tricalcium Phosphate, Sunflower Oil, Guar Gum, Avocado Oil, Taurine, Minerals (Ferrous Sulfate Monohydrate, Zinc Oxide, Manganese Sulfate Monohydrate, Copper Amino Acid Complex, Sodium Selenite, Potassium Iodide), Potassium Chloride, Choline Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Thiamine Mononitrate, Niacin, Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride (Vitamin B6), Folic Acid, Menadion Sodium Bisulfite Complex (Source of Vitamin K Activity), Biotin, Vitamin B12 Supplement).	can	bits in broth	adult	breeder's choice	wet food	sensitive digestion grain-free pea-free			0.0	72.8	27.200000000000003	0.023048780487804878	138.29268292682926
Weruva Cats in the Kitchen The Double Dip Chicken & Beef Au Jus Grain-Free Canned Cat Food, 6-oz, case of 24	https://www.chewy.com/weruva-cats-in-kitchen-double-dip/dp/43957	44.99	Chicken Broth, Chicken, Beef, Beef Lung, Sunflower Seed Oil, Locust Bean gum, Xanthan Gum, Tricalcium Phosphate, Fish Oil, Guar Gum, Potassium Chloride, Choline Chloride, Zinc Sulfate, Taurine, Vitamin E Supplement, Nicotinic Acid (Vitamin B3), Thiamine Mononitrate (Vitamin B1), Calcium Pantothenate, Vitamin A Supplement, Manganese Sulfate, Ferrous Sulfate, Riboflavin Supplement (Vitamin B2), Pyridoxine Hydrochloride (Vitamin B6), Copper Sulfate, Vitamin D3 Supplement, Folic Acid, Potassium Iodide, Biotin, Sodium Selenite, Vitamin B12 Supplement.	can	bits in broth	adult	cats in the kitchen	wet food	grain-free gluten free pea-free non-gmo no corn no wheat no soy natural			0.0	56.852791878172596	43.14720812182741	0.03536949685534591	212.21698113207546
Triumph Chicken Formula Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/triumph-chicken-formula-canned-cat/dp/107390	18.49	Chicken, Water Sufficient for Processing, Pork Liver, Ocean Fish, Ground Rice, Dried Egg Product, Guar Gum, Potassium Chloride, Salt, Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, D-Calcium Panthothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid), Taurine, Minerals (Ferrous Sulfate, Zinc Oxide, Copper Proteinate, Potassium Iodide, Manganous Sulfate, Sodium Selenite) Choline Chloride, Carrageenan.	can	pate	adult		wet food				8.375150488488279	37.289182940731514	54.335666570780205	0.0077819865319865315	46.69191919191918
American Journey Landmark Salmon Recipe in Broth Grain-Free Canned Cat Food, 3-oz, case of 12	https://www.chewy.com/american-journey-landmark-salmon/dp/220136	17.99	Salmon, Fish Broth, Sunflower Oil, Potassium Chloride, Tricalcium Phosphate, Magnesium Sulfate, Taurine, Salt, Zinc Oxide, Vitamin E Supplement, Reduced Iron, Niacin Supplement, Sodium Selenite, Thiamine Mononitrate, Vitamin A Supplement, Manganese Sulfate, Vitamin B12 Supplement, Copper Amino Acid Complex, Pyridoxine Hydrochloride, d-Calcium Pantothenate, Riboflavin Supplement, Biotin Supplement, Vitamin D3 Supplement, Folic Acid, Potassium iodide, Menadione Sodium Bisulfite Complex (Source of Vitamin K).	can	shredded	adult	chewy exclusives	wet food	gluten free grain-free high-protein pea-free no corn no wheat no soy			0.0	71.1864406779661	28.8135593220339	0.017035984848484845	102.21590909090908
Hound & Gatos 98% Chicken & Liver Grain-Free Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/hound-gatos-98-chicken-liver-grain/dp/142346	43.99	Chicken, Chicken Broth, Chicken Liver, Calcium Carbonate, Agar-Agar, Potassium Chloride, Choline Chloride, Salt, Taurine, Salmon Oil, Iron Proteinate, Zinc Proteinate, Manganese Proteinate, Copper Proteinate, Magnesium Proteinate, Sodium Selenite, Calcium Iodate, Thiamine Mononitrate, Niacin Supplement, Vitamin E Supplement, Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Biotin, Vitamin A Supplement, Vitamin B12 Supplement, Vitamin D3 Supplement, Folic Acid.	can	pate	adult		wet food	no corn no wheat no soy grain-free gluten free pea-free high-protein limited ingredient diet natural			0.0	31.390134529147986	68.60986547085201	0.009118988391376452	54.71393034825871
Wellness CORE Grain-Free Indoor Salmon & Herring Meal Recipe Dry Cat Food, 11-lb bag	https://www.chewy.com/wellness-core-grain-free-indoor/dp/172361	40.89	Salmon, Menhaden Fish Meal, Peas, Herring Meal, Dried Ground Potatoes, Pea Protein, Ground Flaxseed, Pea Fiber, Tomato Pomace, Canola Oil (Preserved With Mixed Tocopherols), Natural Fish Flavor, Choline Chloride, Cranberries, Chicory Root Extract, Taurine, Vitamin E Supplement, L-Carnitine, Zinc Proteinate, Mixed Tocopherols Added To Preserve Freshness, Zinc Sulfate, Calcium Carbonate, Niacin, Iron Proteinate, Ferrous Sulfate, Dried Kelp, Yucca Schidigera Extract, Glucosamine Hydrochloride, Chondroitin Sulfate, Vitamin A Supplement, Copper Sulfate, Thiamine Mononitrate, Copper Proteinate, Manganese Proteinate, Manganese Sulfate, D-Calcium Pantothenate, Sodium Selenite, Pyridoxine Hydrochloride, Riboflavin, Menadione Sodium Bisulfite (Vitamin K), Vitamin D3 Supplement, Biotin, Calcium Iodate, Vitamin B12 Supplement, Folic Acid, Ascorbic Acid (Vitamin C), Dried Lactobacillus Plantarum Fermentation Product, Dried Enterococcus Faecium Fermentation Product, Dried Lactobacillus Casei Fermentation Product, Dried Lactobacillus Acidophilus Fermentation Product, Rosemary Extract, Green Tea Extract, Spearmint Extract.			adult	wellpet	dry food	grain-free no corn no wheat no soy gluten free indoor			33.76376756551463	40.41017850360805	25.826053930877325	0.0025012469831053904	15.00748189863234
Triumph Grain-Free Turkey & Giblets Dinner Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/triumph-grain-free-turkey-giblets/dp/107431	22.49	Turkey Broth, Turkey, Chicken, Poultry Giblets, Dried Egg Product, Guar Gum, Potassium Chloride, Salt, Minerals (Zinc Amino Acid Chelate, Iron Amino Acid Chelate, Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Sodium Selenite, Potassium Iodide), Choline Chloride, Carrageenan, Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, D-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid), Taurine.	can	pate	adult		wet food	grain-free pea-free			9.566649639830288	32.837470159600535	57.595880200569184	0.004441153238546603	26.64691943127962
Whole Earth Farms Grain-Free Morsels in Gravy Salmon Recipe Canned Cat Food, 5-oz, case of 24	https://www.chewy.com/whole-earth-farms-grain-free-morsels/dp/115647	31.96	Salmon, Turkey Broth, Turkey, Chicken Liver, Dried Egg Product, Natural Flavor, Dried Peas, Potato Protein, Sodium Alginate, Dried Potatoes, Calcium Lactate, Salt, Sodium Phosphate, Calcium Carbonate, Organic Dried Alfalfa Meal, Potassium Chloride, Vitamins (Vitamin E Supplement, Vitamin B12 Supplement, D-Calcium Pantothenate, Vitamin A Supplement, Niacin, Vitamin D3 Supplement, Riboflavin Supplement, Pyridoxine Hydrochloride, Folic Acid, Biotin, Thiamine Mononitrate), Flaxseed Oil, Taurine, Choline Chloride, Minerals (Zinc Amino Acid Complex, Iron Amino Acid Complex, Manganese Amino Acid Complex, Copper Amino Acid Complex, Potassium Iodide, Cobalt Glucoheptonate, Sodium Selenite), Caramel Color, Guar Gum, Yucca Schidigera Extract, Rosemary, Sage, Thyme.	can	chunks in gravy	adult		wet food	no corn no wheat no soy grain-free			26.991150442477856	35.39823008849559	37.61061946902656	0.017755555555555556	106.53333333333333
Friskies Warm'd & Serv'd Grill'd Tuna in Gravy Wet Cat Food, 3.5-oz pouch, case of 24	https://www.chewy.com/friskies-warmd-servd-grilld-tuna-in/dp/242773	18.0	Water, Meat By-Products, Chicken, Wheat Gluten, Tuna, Soy Flour, Corn Starch-Modified, Artificial And Natural Flavors, Added Color, Tricalcium Phosphate, Minerals [Potassium Chloride, Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Potassium Iodide], Taurine, Salt, Choline Chloride, Red 3, Vitamins [Thiamine Mononitrate (Vitamin B-1), Vitamin E Supplement, Niacin (Vitamin B-3), Calcium Pantothenate (Vitamin B-5), Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride (Vitamin B-6), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Biotin (Vitamin B-7), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement]. A631719	pouch	grilled chunks in gravy	adult		wet food				19.93396615765581	52.0016508460586	28.06438299628559	0.00949367088607595	56.9620253164557
Farmina N&D Prime Chicken & Pomegranate Recipe Neutered Adult Cat Dry Food, 3.3-lb bag	https://www.chewy.com/farmina-nd-prime-chicken-pomegranate/dp/234232	21.95	Boneless Chicken, Dehydrated Chicken, Sweet Potatoes, Chicken Fat, Dried Whole Eggs, Fresh Herring, Dehydrated Herring, Herring Oil, Pea Fiber, Dried Carrot, Suncured Alfalfa Meal, Inulin, Fructooligosaccharide, Yeast Extract, Dried Pomegranate, Dried Apple, Dried Spinach, Psyllium Seed Husk, Dried Sweet Orange, Dried Blueberry, Salt, Brewers Dried Yeast, Turmeric, Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Ascorbic Acid, Niacin, Calcium Pantothenate, Riboflavin, Pyridoxine Hydrochloride, Thiamine Mononitrate, Biotin, Folic Acid, Vitamin B12 Supplement, Choline Chloride, Beta-Carotene, Zinc Methionine Hydroxy Analogue Chelate, Manganese Methionine Hydroxy Analogue Chelate, Ferrous Glycine, Copper Methionine Hydroxy Analogue Chelate, Dl-Methionine, Taurine, Aloe Vera Gel Concentrate, Green Tea Extract, Rosemary Extract, Mixed Tocopherols (A Preservative).			adult		dry food	gmo-free gluten free low glycemic grain-free natural			22.408536585365855	49.08536585365854	28.506097560975608		
Wellness Cubed Salmon Dinner Morsels in Gravy Grain-Free Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/wellness-cubed-salmon-dinner-morsels/dp/37260	31.92	Salmon, Fish Broth, Water Sufficient For Processing, Dried Egg Whites, Dried Ground Peas, Natural Flavor, Dried Egg Product, Guar Gum, Spinach, Sodium Phosphate, Salt, Ground Flaxseed, Potassium Chloride, Choline Chloride, Cranberries, Minerals (Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Sodium Selenite, Potassium Iodide), Calcium Carbonate, Vitamins (Thiamine Mononitrate, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid), Taurine.	can	chunks in gravy	adult	wellpet	wet food	grain-free no corn no wheat no soy			16.973811833171677	43.4529582929195	39.57322987390883	0.018732394366197183	112.39436619718309
Almo Nature HQS Complete Tuna Recipe with Pumpkin Grain-Free Canned Cat Food, 2.47-oz, case of 12	https://www.chewy.com/almo-nature-complete-tuna-recipe/dp/159389	31.83	Tuna, Water Sufficient for Cooking, Pumpkin, Sunflower Oil, Tapioca Starch, Natural Flavor, Tricalcium Phosphate, Guar Gum, Minerals (Zinc Oxide, Reduced Iron, Sodium Selenite, Manganese Sulfate Monohydrate, Copper Glycine Complex, Potassium Iodide), Choline Chloride, Taurine, Vitamins (Vitamin E Supplement, Niacin Supplement, Vitamin A Supplement, Vitamin B12 Supplement, Vitamin D3 Supplement, Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Biotin, Folic Acid, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity)).	can	chunks in gravy	adult		wet food	grain-free pea-free			0.0	79.92125984251969	20.078740157480315	0.04080769230769231	244.84615384615384
